,id,name,releaseDate,type,currentLowestPrice,currency,availability,price,seller,url
89,minecraft-story-mode-adventure-pass,Minecraft: Story Mode - Adventure Pass,2016-06-07,dlc,14.99,USD,OnlineOnly,31.66,HRK Game,https://www.hrkgame.com/en/randomkeyshop/set_currency/
90,minecraft-story-mode-adventure-pass,Minecraft: Story Mode - Adventure Pass,2016-06-07,dlc,14.99,USD,OnlineOnly,34.09,CDKeys.com,https://www.cdkeys.com/minecraft-story-mode-adventure-pass-pc-dlc-steam
91,minecraft-story-mode-adventure-pass,Minecraft: Story Mode - Adventure Pass,2016-06-07,dlc,14.99,USD,OnlineOnly,35.44,G2A,https://www.g2a.com/minecraft-story-mode-adventure-pass-steam-key-global-i10000017647002
92,minecraft-mod-maker,,,application,,,,,,
93,minecraft-story-mode-a-telltale-games-series,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,game,24.99,USD,OnlineOnly,24.99,Amazon.com,https://www.amazon.com/gp/product/B0170TUPVC
94,minecraft-story-mode-a-telltale-games-series,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,game,24.99,USD,OnlineOnly,24.99,Amazon.com,https://www.amazon.com/gp/product/B07DVTSDQ7
95,minecraft-story-mode-a-telltale-games-series,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,game,24.99,USD,OnlineOnly,29.23,Kinguin,https://www.kinguin.net/category/29708/minecraft-story-mode-a-telltale-games-series-steam-cd-key
96,minecraft-story-mode-a-telltale-games-series,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,game,24.99,USD,OnlineOnly,29.37,GAMIVO,https://www.gamivo.com/product/minecraft-story-mode-a-telltale-games-series
97,minecraft-story-mode-a-telltale-games-series,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,game,24.99,USD,OnlineOnly,29.59,G2Play,https://www.g2play.net/category/29708/minecraft-story-mode-a-telltale-games-series-steam-cd-key
98,minecraft-story-mode-a-telltale-games-series,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,game,24.99,USD,OnlineOnly,35.43,HRK Game,https://www.hrkgame.com/en/randomkeyshop/set_currency/
99,minecraft-story-mode-a-telltale-games-series,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,game,24.99,USD,OnlineOnly,35.85,G2A,https://www.g2a.com/minecraft-story-mode-a-telltale-games-series-steam-key-global-i10000006599012
100,minecraft-story-mode-a-telltale-games-series,Minecraft: Story Mode - A Telltale Games Series,2015-10-13,game,24.99,USD,OnlineOnly,40.01,Eneba,https://www.eneba.com/steam-minecraft-story-mode-a-telltale-games-series-steam-key-global
101,minecraft-story-mode-season-two,,,game,,,,,,
102,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,5.99,Steam,https://store.steampowered.com/app/1672980/
103,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,19.39,Green Man Gaming,https://greenmangaming.sjv.io/c/1406679/1281797/15105
104,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,19.99,Amazon.com,https://www.amazon.com/gp/product/B09FKGFB2H
105,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,19.99,Steam,https://store.steampowered.com/sub/620264/
106,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,19.99,Microsoft Store,https://click.linksynergy.com/deeplink
107,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,22.67,Eneba,https://www.eneba.com/windows-store-minecraft-dungeons-ultimate-dlc-bundle-dlc-windows-10-store-key-global
108,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,23.37,GAMIVO,https://www.gamivo.com/product/minecraft-dungeons-ultimate-dlc-bundle-steam-gift
109,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,24.16,G2A,https://www.g2a.com/minecraft-dungeons-ultimate-dlc-bundle-pc-steam-gift-global-i10000270447004
110,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,24.21,Kinguin,https://www.kinguin.net/category/96980/minecraft-dungeons-ultimate-dlc-bundle-steam-altergift
111,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,24.51,G2Play,https://www.g2play.net/category/96980/minecraft-dungeons-ultimate-dlc-bundle-steam-altergift
112,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,32.11,Instant Gaming,https://www.instant-gaming.com/en/9398-/
113,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,39.99,Steam,https://store.steampowered.com/sub/620265/
114,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,39.99,Newegg,https://click.linksynergy.com/deeplink
115,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,39.99,Microsoft Store,https://click.linksynergy.com/deeplink
116,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,45.36,Wyrel.com,https://wyrel.com/en/buy-cheap-minecraft-dungeons-pc-39120
117,minecraft-dungeons-jungle-awakens,Minecraft Dungeons Jungle Awakens,2021-09-22,dlc,5.99,USD,OnlineOnly,46.14,GAMIVO,https://www.gamivo.com/product/minecraft-dungeons-ultimate-edition-steam-gift
